#band: central wavelength of the passband of the observation in nm
#ph: phase of the observation when folded with ogle period
#mag: observed magnitude
#mag_e: error of mag
#hjd_2450000: heliocentric julian date - 2450000
#ph1: phase when folding on ogle period of fundamental radial mode
#ph2: phase when folding on ogle period of first overtone radial mode
#processing: which processing was done to get the datapoint
band,ph,mag,mag_e,hjd_2450000,processing
550,0.04496932004750913,19.456363095238096,0.023105568841903592,NaN,raw
810,0.045092632649937736,18.895253229974163,0.017833287842659553,NaN,raw
810,0.04707366581715178,18.897,0.042,6929.83779,raw
810,0.04744337996642815,18.88614211886305,0.02529483110954815,NaN,raw
810,0.04767896758511237,18.892697674418606,0.06280564688128937,NaN,raw
810,0.04918016504383398,18.886253229974166,0.025399883115005076,NaN,raw
810,0.04942678690167668,18.873,0.036,5557.74829,raw
810,0.05021454473713083,18.89711627906977,0.06692682902220835,NaN,raw
810,0.050418393034407115,18.88486821705426,0.02399899436779103,NaN,raw
810,0.051941761385540734,18.889723514211887,0.023201184220246317,NaN,raw
810,0.05283301486506812,18.898465116279073,0.06674519737929063,NaN,raw
810,0.053215224703308195,18.834,0.04,5963.64932,raw
810,0.05343831590726134,18.890979328165376,0.023938439177611223,NaN,raw
810,0.053508697215875145,18.908,0.055,7120.51688,raw
810,0.05514338853777953,18.892687338501293,0.024615202795047298,NaN,raw
810,0.0554640235361656,18.90153488372093,0.06617773645095376,NaN,raw
550,0.05652550470040296,19.461,0.023,5859.77433,raw
550,0.05652550470040296,19.461,NaN,NaN,raw
810,0.056713385277091986,18.89035400516796,0.027536643509569053,NaN,raw
810,0.05806092710837791,18.9056976744186,0.06420893532379508,NaN,raw
810,0.058402563549944206,18.89177519379845,0.028250102303379824,NaN,raw
550,0.05875877009088981,19.466625,0.006495190528383535,NaN,raw
550,0.05875877009088981,19.466625,0.005625000000000213,NaN,raw
550,0.05875877009088981,19.466625,0.005031152949374717,NaN,raw
810,0.05930973888553879,18.91287446752135,0.036457855425404764,NaN,raw
810,0.05930973888553879,18.91287446752135,0.036021218651223416,NaN,raw
810,0.05930973888553879,18.91287446752135,0.03559990335465335,NaN,raw
810,0.05992338816468057,18.904612403100778,0.04974377969326382,NaN,raw
810,0.060542656512637245,18.908302325581392,0.06544300860607874,NaN,raw
550,0.06099203548137666,19.47225,0.037562170686299835,NaN,raw
550,0.06099203548137666,19.47225,NaN,NaN,raw
810,0.061423952230770656,18.92194573643411,0.04923982023973807,NaN,raw
810,0.06301330519188933,18.922881136950906,0.04902125818439489,NaN,raw
810,0.0630246212597761,18.908069767441862,0.06550187032910822,NaN,raw
810,0.06355675755548873,18.852,0.063,7079.61032,raw
810,0.06445515340020141,18.92637726098191,0.048426997822928496,NaN,raw
810,0.06541714919280081,18.909906976744185,0.06583160839939915,NaN,raw
810,0.06580699750208484,18.92813436692506,0.047866526976409425,NaN,raw
550,0.06646069009631599,19.48004166666667,0.03317735285438403,NaN,raw
550,0.06646069009631599,19.480041666666665,0.0317648969863844,NaN,raw
810,0.06652043639769545,19.014,0.074,6730.63014,raw
810,0.06672030129811901,18.99,0.051,5294.50662,raw
810,0.06706326263247554,18.93965633074935,0.05451487059985925,NaN,raw
810,0.06781287386594306,18.916418604651163,0.06489707329160678,NaN,raw
810,0.06813066150705718,18.941356589147286,0.05363815857358395,NaN,raw
810,0.06844065741097438,18.933,0.028,5813.88807,raw
550,0.06859450325540214,19.484083333333334,0.013776447628444901,NaN,raw
550,0.06859450325540214,19.484083333333334,0.011930753620139166,NaN,raw
550,0.06859450325540216,19.484083333333334,0.010671190446973152,NaN,raw
810,0.06937904410528678,18.95702325581395,0.04400263955404366,NaN,raw
810,0.07022752402532882,18.921511627906977,0.06652653322906056,NaN,raw
810,0.07044931721318352,18.95897932816537,0.04199168780652988,NaN,raw
810,0.07083520681909453,18.91681859831011,0.048085001100877364,NaN,raw
810,0.07083520681909453,18.91681859831011,0.047937274173881224,NaN,raw
810,0.07166109601061867,18.9493669250646,0.03748205587944647,NaN,raw
810,0.07184904268615355,19.012,0.062,5680.48667,raw
810,0.07263121113101079,18.923372093023254,0.06483165865965931,NaN,raw
810,0.07302872914721753,18.94658914728682,0.03493411282755223,NaN,raw
810,0.07434321112154635,18.94698708010336,0.03456594036793484,NaN,raw
810,0.07479220093955519,18.993,0.038,5541.749,raw
810,0.07504960716387148,18.927511627906974,0.06486813440798607,NaN,raw
810,0.07561669187086316,18.946490956072353,0.03482287997528993,NaN,raw
810,0.07673762179728767,18.94721188630491,0.034304399709552146,NaN,raw
810,0.07742644557461169,18.927488372093023,0.06485969182379227,NaN,raw
810,0.07785585327089631,18.939545219638244,0.024252770526115155,NaN,raw
810,0.07893083396182671,18.940232558139535,0.023820933184091,NaN,raw
810,0.07902899952750886,18.965,0.035,6564.85961,raw
810,0.0796432116349024,18.92,0.043,5463.8436,raw
810,0.07990198415482577,18.928534883720932,0.06412018062729273,NaN,raw
810,0.0800283044207,18.93376227390181,0.013267338817944422,NaN,raw
810,0.08031589336314937,18.928,0.058,7053.64724,raw
550,0.08046459734759992,19.504,0.02,5828.83344,raw
550,0.08046459734759992,19.504,NaN,NaN,raw
810,0.08135944852234124,18.93467183462532,0.013064301205484088,NaN,raw
810,0.0819131259486312,18.943,0.036,6308.72762,raw
810,0.08230603734938445,18.929558139534883,0.0636438387118508,NaN,raw
810,0.08269303757454342,18.93594315245478,0.012832543131091998,NaN,raw
550,0.08311311516728806,19.50086904761905,0.01604879763170144,NaN,raw
810,0.08412273657211217,18.93312919896641,0.007208937641855045,NaN,raw
550,0.08446156825837511,19.506967261904766,0.008156475749692547,NaN,raw
550,0.08446156825837511,19.506967261904766,0.00706371520458547,NaN,raw
550,0.08446156825837513,19.506967261904766,0.006317978948460779,NaN,raw
810,0.08466943506941471,18.934767441860462,0.0597394490422496,NaN,raw
810,0.08550655509556111,18.936635214909103,0.026616633540730697,NaN,raw
810,0.08550655509556113,18.936635214909103,0.02725809022209319,NaN,raw
810,0.08550655509556113,18.936635214909103,0.026931634251327965,NaN,raw
810,0.08555368056258603,18.939462532299743,0.015029228079074666,NaN,raw
810,0.08695593451817608,18.93906976744186,0.015392305432340131,NaN,raw
810,0.08702990407864279,18.935697674418606,0.0597038464437358,NaN,raw
810,0.08851955375746545,18.940583979328167,0.014827142847296238,NaN,raw
810,0.0894287470444312,18.93893023255814,0.059380690844606364,NaN,raw
810,0.09016385563850576,18.925472868217053,0.046827455336403784,NaN,raw
810,0.09179498848996831,18.926834625322996,0.04713827634023535,NaN,raw
810,0.09189629050562745,18.93967441860465,0.05880950722064316,NaN,raw
810,0.09252170754916733,18.977,0.039,5912.79244,raw
810,0.09252226975513622,18.925,0.041,5900.69727,raw
810,0.09343864608365522,18.927640826873386,0.04735247094944233,NaN,raw
550,0.09380396317101258,19.519000000000002,0.0643272881443022,NaN,raw
550,0.09380396317101258,19.519000000000002,NaN,NaN,raw
810,0.09438846651675364,18.941627906976745,0.056070968320264376,NaN,raw
810,0.09507988487599947,18.928397932816537,0.04755144725251995,NaN,raw
810,0.09671184287799406,18.807,0.039,6374.54484,raw
810,0.09672315241072194,18.928950904392764,0.047717882122558626,NaN,raw
810,0.09698623301254736,18.941813953488374,0.05599713250054415,NaN,raw
550,0.09706863405608601,19.509500000000003,0.01096965511460399,NaN,raw
550,0.09706863405608601,19.509500000000003,0.009500000000000952,NaN,raw
550,0.09706863405608601,19.509500000000003,0.008497058314500053,NaN,raw
810,0.09825791309819604,18.92698708010336,0.04758490051524632,NaN,raw
810,0.09946235341259696,18.942023255813954,0.055880607579311445,NaN,raw
810,0.09977455304413228,18.94632243703496,0.02804709130651627,NaN,raw
810,0.0998216739789095,18.923392764857883,0.044453680666241516,NaN,raw
550,0.10033330494115944,19.5,0.03,6601.86418,raw
550,0.10033330494115944,19.5,NaN,NaN,raw
810,0.10163188965239328,18.92794832041344,0.04668384798579361,NaN,raw
810,0.10180105320974098,18.942511627906974,0.05572140398062971,NaN,raw
810,0.10324845812374171,18.928483204134366,0.046887309492856584,NaN,raw
810,0.10421815485693345,18.943906976744184,0.054392670179112604,NaN,raw
810,0.10465984977347002,18.944372093023258,0.011291871181800339,NaN,raw
810,0.10570913669289439,18.922,0.038,5958.68763,raw
810,0.10605849441278814,18.95628165374677,0.03654443690409945,NaN,raw
810,0.10659555547558845,18.944651162790695,0.053952749928119444,NaN,raw
810,0.10736289223721598,18.957147286821705,0.03625560697764516,NaN,raw
810,0.1086612437846444,18.95818087855297,0.03591723023896991,NaN,raw
810,0.10881421081649023,18.966,0.05,5822.79594,raw
810,0.1089375827588895,18.946441860465118,0.052783160340243655,NaN,raw
810,0.1094143677255488,18.95,0.037,5984.65799,raw
810,0.10957403476641048,19.049,0.071,6071.45868,raw
810,0.10991865366929071,18.9553023255814,0.038171592100447675,NaN,raw
810,0.1110152779108675,18.95883204134367,0.03612088122974924,NaN,raw
810,0.11120193383244759,18.949813953488373,0.04998631041831225,NaN,raw
550,0.11153145562059849,19.51851488095238,0.012346071802221425,NaN,raw
550,0.11153145562059849,19.51851488095238,0.010692011817670481,NaN,raw
550,0.1115314556205985,19.51851488095238,0.009563226096216914,NaN,raw
810,0.11206925062201109,18.959870801033592,0.03579504958489589,NaN,raw
810,0.11232048935251825,18.956164820967143,0.027046230545066746,NaN,raw
810,0.11232048935251826,18.95616482096715,0.02672231190747366,NaN,raw
810,0.11232048935251826,18.956164820967146,0.026409759495648118,NaN,raw
810,0.11288470191876566,18.959537467700258,0.035744771303791396,NaN,raw
810,0.11348621713659668,18.951813953488372,0.04999393097164674,NaN,raw
810,0.11370987054985118,18.964710594315243,0.036960966560624246,NaN,raw
550,0.11442638070457178,19.524500000000003,0.05838093296045668,NaN,raw
550,0.11442638070457178,19.524500000000003,NaN,NaN,raw
810,0.11449277625738796,18.957710594315245,0.045153127350834675,NaN,raw
810,0.11532431294615547,18.94782170542636,0.029794743566374928,NaN,raw
810,0.11553484381875023,18.918,0.041,6343.60213,raw
810,0.11557875486708559,18.953767441860467,0.047583929464684885,NaN,raw
810,0.1160443196491279,18.948033591731267,0.02981745460502362,NaN,raw
810,0.11608130987588083,18.954,0.057,7500.46978,raw
810,0.11615327248728136,18.963,0.033,5916.71399,raw
810,0.11636410043865908,18.993,0.059,5578.76078,raw
810,0.11646051909337984,18.887,0.043,5905.68615,raw
810,0.11669238262868624,18.95827648578812,0.04382301516616242,NaN,raw
550,0.11693975613209096,19.525059523809524,0.018869907596446096,NaN,raw
810,0.117057864965318,18.96,0.047,7408.68913,raw
810,0.11717259677498171,18.9622661498708,0.04125726268252684,NaN,raw
810,0.11768199415919933,18.95172093023256,0.04681794811587465,NaN,raw
810,0.11789483415031304,18.96227906976744,0.04125428669730181,NaN,raw
810,0.11859375224704714,18.972834625322996,0.05008059546075893,NaN,raw
810,0.11930522631912534,18.96627906976744,0.05513532935420069,NaN,raw
810,0.11931878395262174,19.044,0.05,5885.76571,raw
810,0.11985677113540966,18.953906976744186,0.05068286737551664,NaN,raw
810,0.12009637774209701,18.968723514211888,0.05692668475375188,NaN,raw
810,0.1209612553917696,18.976103359173123,0.04872182259147136,NaN,raw
810,0.12191841430777536,18.974992248062012,0.04924617249775605,NaN,raw
810,0.12207889124506754,18.953883720930232,0.05069291737056879,NaN,raw
810,0.1223715727464878,19.049,0.036,6625.70662,raw
810,0.12255653913598508,18.904,0.053,6203.79869,raw
810,0.12288500509649997,18.975116279069766,0.049181598567370664,NaN,raw
810,0.12348446324540419,19.015,0.061,7033.74114,raw
810,0.12390220185838288,18.964896640826872,0.042129248691815446,NaN,raw
810,0.12424441794043327,18.953418604651162,0.05023669336163964,NaN,raw
810,0.12502477991094768,18.959573643410852,0.04649196386650532,NaN,raw
810,0.12567229520936962,18.95,0.032,7367.78206,raw
810,0.12596848215635104,18.959485788113696,0.046504805378174044,NaN,raw
810,0.12638131125772076,18.952837209302324,0.049911316701563034,NaN,raw
550,0.1264996694413163,19.537869047619047,0.008631710421007657,NaN,raw
550,0.1264996694413163,19.537869047619047,0.007475280502703503,NaN,raw
550,0.1264996694413163,19.537869047619047,0.006686094141969533,NaN,raw
810,0.12701225231990712,18.945374677002587,0.03335763491290659,NaN,raw
810,0.12809428385317145,18.955930232558142,0.03365800062316791,NaN,raw
810,0.12847355480956796,18.952023255813952,0.0499935654774421,NaN,raw
810,0.1291164714806871,18.94904134366925,0.025384852209761333,NaN,raw
550,0.12924864008891745,19.54125,0.06012417705604548,NaN,raw
550,0.12924864008891745,19.54125,NaN,NaN,raw
810,0.12995997360849287,18.906,0.031,5499.79127,raw
810,0.13005462428396966,18.948873385012917,0.025357255672478762,NaN,raw
550,0.13056164145533936,19.543916666666664,0.04374699123853247,NaN,raw
550,0.13056164145533936,19.543916666666668,0.041884555294550006,NaN,raw
810,0.1305722114536979,18.953093023255814,0.049783729390945435,NaN,raw
810,0.1308243761461467,18.954795804109757,0.026791181074983707,NaN,raw
810,0.1308243761461467,18.954795804109757,0.02647031703225294,NaN,raw
810,0.13082437614614673,18.954795804109754,0.026160712030303103,NaN,raw
810,0.13101834229245085,18.954540051679587,0.030762879519394052,NaN,raw
810,0.13176550421849242,18.922,0.032,6943.74179,raw
810,0.13195175700529566,18.95436434108527,0.03077833395418194,NaN,raw
810,0.1322948229353642,18.999,0.039,7135.486,raw
810,0.13268415189304505,18.953,0.036,5927.74782,raw
810,0.13268779316997606,18.951906976744183,0.050988707411538284,NaN,raw
810,0.13286949527050745,18.954392764857875,0.030776019749524413,NaN,raw
810,0.13373042293782422,18.954948320413436,0.029823651911335656,NaN,raw
550,0.13385008068191728,19.56209523809524,0.032711055211212536,NaN,raw
550,0.13385008068191728,19.56209523809524,0.028328604797505406,NaN,raw
550,0.13385008068191728,19.562095238095242,0.025337874413979496,NaN,raw
810,0.13434575728570053,19.001,0.047,5807.86393,raw
810,0.13463352418625676,18.954886304909557,0.02982857196223381,NaN,raw
810,0.13478204367332414,18.951255813953484,0.05128310453386422,NaN,raw
810,0.13543854340294637,18.952886304909562,0.03276785127833659,NaN,raw
810,0.1363594115826895,18.94822480620155,0.02802928141336261,NaN,raw
550,0.1363845941221024,19.549547619047623,0.05312498054777125,NaN,raw
810,0.13673319919647373,18.95227906976744,0.05223906838545982,NaN,raw
810,0.13742617343367353,18.948919896640827,0.02823928387932637,NaN,raw
810,0.13770832261434407,18.911,0.051,7140.46829,raw
550,0.137892445694888,19.611,0.051,6220.87968,raw
550,0.137892445694888,19.611,NaN,NaN,raw
550,0.1384538102647639,19.547,0.07390083445627217,NaN,raw
550,0.1384538102647639,19.547000000000004,0.06400000000000006,NaN,raw
550,0.1384538102647639,19.547,0.05724334022399467,NaN,raw
810,0.13865669176745662,18.94581912144703,0.029379420033334516,NaN,raw
810,0.1387001226895907,18.95253488372093,0.05212912029493948,NaN,raw
810,0.13901067716869875,18.904,0.038,6389.50098,raw
550,0.13901517483463977,19.483,0.047,6292.73962,raw
550,0.13901517483463977,19.483,NaN,NaN,raw
810,0.13972410371643115,18.94134625322997,0.022087812863085015,NaN,raw
550,0.1397536348849826,19.571,0.061,5933.79792,raw
550,0.1397536348849826,19.571,NaN,NaN,raw
810,0.14058263655305234,18.957046511627905,0.047415565802789744,NaN,raw
810,0.1407872998328791,18.937428940568473,0.023208556959855534,NaN,raw
550,0.14106407117787967,19.547625,0.043161277012309984,NaN,raw
550,0.14106407117787967,19.547625,0.03737876235243776,NaN,raw
550,0.14106407117787967,19.547625,0.03343258141394432,NaN,raw
810,0.14114620505222278,18.953213210286332,0.021831684557958385,NaN,raw
810,0.1416929513552931,18.935509043927645,0.022531356806479236,NaN,raw
810,0.14228500855190146,18.95925581395349,0.04795389304582361,NaN,raw
810,0.14257115275099974,18.94105167958656,0.021874614352709085,NaN,raw
810,0.1435281881848769,18.941839793281655,0.022459998226654825,NaN,raw
810,0.14376245817402378,18.924,0.048,5262.5174,raw
810,0.14395246482647137,18.96074418604651,0.04914657039977273,NaN,raw
810,0.14435080872135586,18.916,0.033,6887.89504,raw
810,0.14455877769696057,18.943839793281654,0.019239866178689804,NaN,raw
810,0.14488406289819977,18.935,0.06,6034.47425,raw
810,0.1454885380585943,18.944031007751942,0.019395449918871245,NaN,raw
810,0.14561213517570354,18.960883720930234,0.04912385188399097,NaN,raw
550,0.1457338401069137,19.5655,0.05744272509784584,NaN,raw
550,0.1457338401069137,19.5655,NaN,NaN,raw
810,0.14626819182164044,18.940669250645996,0.01904564121083003,NaN,raw
810,0.14697613647826244,18.943558139534883,0.01815206409871367,NaN,raw
810,0.14731344159448528,18.959627906976745,0.04748033340026884,NaN,raw
810,0.14771278714935518,18.94558656330749,0.02109417632863326,NaN,raw
810,0.14828598277745186,18.922,0.036,6235.82447,raw
810,0.14840570981458623,18.95033591731266,0.018215601954314486,NaN,raw
810,0.14895047980775586,18.958767441860463,0.04857534021119628,NaN,raw
810,0.14916668941415137,18.956891472868215,0.02218966317847212,NaN,raw
810,0.14919858717433035,18.951531039275306,0.015843640938509408,NaN,raw
810,0.14919858717433038,18.951531039275306,0.01565388989062255,NaN,raw
810,0.14919858717433038,18.951531039275306,0.0154707971605958,NaN,raw
810,0.14930189241931657,18.929,0.041,5937.71446,raw
550,0.14967225689989455,19.568464285714285,0.003616148588241697,NaN,raw
550,0.14967225689989455,19.56846428571429,0.003131676541276544,NaN,raw
550,0.14967225689989455,19.568464285714285,0.0028010566519343113,NaN,raw
810,0.14990209218717315,18.95676227390181,0.022166886251862267,NaN,raw
810,0.1501339600836218,18.95,0.03,6250.76622,raw
550,0.15018797219649319,19.572857142857142,0.010911440042887618,NaN,raw
810,0.15058232086630596,18.979,0.05,5551.73669,raw
810,0.15058711270843517,18.958744186046513,0.04857791631480698,NaN,raw
810,0.15059347422850944,18.954136950904395,0.02316191930170809,NaN,raw
810,0.15123389510380164,18.958359173126617,0.01978933845765337,NaN,raw
810,0.15173287929428625,18.994,0.049,5967.59751,raw
810,0.1520061203138882,18.958847545219637,0.01985480050715458,NaN,raw
810,0.15223076013289968,18.95972093023256,0.04908511828659801,NaN,raw
810,0.1528569907071404,18.958514211886303,0.02043523335060397,NaN,raw
810,0.15353587996651186,18.936,0.038,6985.72689,raw
810,0.1537088758344184,18.960131782945737,0.020252402724536794,NaN,raw
810,0.1540497706550817,18.96,0.04931241512757514,NaN,raw
810,0.15471825834237038,18.958232558139535,0.0190261554621836,NaN,raw
810,0.1557903248497846,18.972149870801033,0.046056921408348814,NaN,raw
810,0.1559005066985349,18.963162790697677,0.04887833789968844,NaN,raw
810,0.15688325624266375,18.96830749354005,0.04544461230655472,NaN,raw
810,0.1569597259585862,18.926,0.047,5932.73682,raw
550,0.15703337518925764,19.57,0.06266312046703956,NaN,raw
550,0.15703337518925764,19.57,NaN,NaN,raw
810,0.1578009262291236,18.96455813953488,0.049636441262626584,NaN,raw
810,0.15813216836225008,18.968441860465113,0.0454178306415433,NaN,raw
810,0.1592939397133336,18.96799741602067,0.04579300141317245,NaN,raw
810,0.15966676343787398,18.96190697674418,0.04831928233535989,NaN,raw
810,0.1600230313078921,18.962802396918246,0.027253077395757254,NaN,raw
810,0.1600230313078921,18.962802396918246,0.027169350385615004,NaN,raw
810,0.16023571127516334,19.084,0.046,7064.70362,raw
810,0.16050693081686673,18.971552971576227,0.0463335453860293,NaN,raw
810,0.16156410390006692,18.971423772609814,0.046361478249349095,NaN,raw
810,0.16156926183019857,18.95941860465116,0.04644619650127696,NaN,raw
550,0.16165374010120104,19.5835,0.015588457268120486,NaN,raw
550,0.16165374010120104,19.583500000000004,0.013500000000000512,NaN,raw
550,0.16165374010120104,19.5835,0.012074767078499322,NaN,raw
810,0.1626439803027703,18.976090439276483,0.0432254213751788,NaN,raw
810,0.16347096920917678,18.960930232558137,0.04565053348086419,NaN,raw
810,0.16372110668116852,18.97582687338501,0.04331167484424801,NaN,raw
810,0.1639918221262633,18.932,0.036,5942.70005,raw
810,0.1647576298832868,18.972281653746773,0.04582634474802003,NaN,raw
810,0.16496669058687985,18.992,0.038,5922.77894,raw
810,0.1654150644473364,18.962000000000003,0.04745122809389724,NaN,raw
810,0.1657903926848368,18.959067183462533,0.018707797085027112,NaN,raw
550,0.16627410501314444,19.597,0.021,5916.73182,raw
550,0.16627410501314444,19.597,NaN,NaN,raw
810,0.16667861358291702,18.968,0.049,5947.68137,raw
810,0.1667144132962025,18.959798449612403,0.01885132976360439,NaN,raw
810,0.16749506363470743,18.96218604651163,0.04741873038305283,NaN,raw
810,0.16758273973552842,18.950472868217055,0.033381479111139166,NaN,raw
810,0.16792668228098143,18.96285936109356,0.028879887730215967,NaN,raw
810,0.16792668228098143,18.962859361093557,0.028534008334126924,NaN,raw
810,0.16792668228098143,18.96285936109356,0.02820026576144977,NaN,raw
810,0.16842452836458544,18.954395348837206,0.03301154394347023,NaN,raw
810,0.16899547225693823,18.93,0.041,6511.88631,raw
810,0.16920221803188762,18.945839793281653,0.03201015895658313,NaN,raw
810,0.1695305764891135,18.965069767441857,0.047690168373244975,NaN,raw
810,0.16988544733249,18.966,0.05,7357.83706,raw
810,0.17011165828311517,18.946271317829456,0.032280282381217405,NaN,raw
810,0.1711206964932558,18.9462661498708,0.032276372347063674,NaN,raw
810,0.1712859071631101,18.877,0.055,6399.47319,raw
550,0.17143222176302209,19.602440476190477,0.0041462538529198015,NaN,raw
550,0.17143222176302209,19.602440476190477,0.0032116744243013457,NaN,raw
550,0.1714322217630221,19.602440476190477,0.003590761167167656,NaN,raw
810,0.1715679197877762,18.967302325581393,0.047872616132976296,NaN,raw
810,0.1719658975925995,18.915,0.06,5839.89394,raw
810,0.17211251109435488,18.95280103359173,0.040745362610294114,NaN,raw
810,0.173013011950158,18.953467700258397,0.04037304823588079,NaN,raw
550,0.17313859295578973,19.602833333333333,0.03023343523420072,NaN,raw
550,0.17313859295578973,19.602833333333333,0.02894631045381936,NaN,raw
550,0.17317759612736455,19.60709523809524,0.01112923125646128,NaN,raw
810,0.1736000267083846,18.96588372093023,0.047814726413684804,NaN,raw
810,0.17391627445212807,18.957459948320412,0.043331762809387595,NaN,raw
810,0.1748159414385035,18.95774677002584,0.043403840622766206,NaN,raw
550,0.17516359546470994,19.610500000000002,0.03304037933599767,NaN,raw
550,0.17516359546470994,19.610500000000002,NaN,NaN,raw
810,0.17566318871409203,18.973302325581393,0.03515016653843707,NaN,raw
810,0.17575995747418263,18.967953488372093,0.04915134716381381,NaN,raw
810,0.1764213950445992,19.021,0.062,5288.49806,raw
810,0.17661736880017292,18.973777777777777,0.035087748519221036,NaN,raw
550,0.176648843270262,19.614273809523812,0.007705528539173836,NaN,raw
550,0.17664884327026203,19.614273809523812,0.009947794568648744,NaN,raw
550,0.17664884327026203,19.614273809523812,0.008615042808078673,NaN,raw
810,0.17709997995916638,18.936,0.063,5879.73868,raw
810,0.17756725024799483,18.986555555555555,0.03179203405699973,NaN,raw
810,0.17765993900684407,19.001,0.042,5643.52732,raw
810,0.17798245020986903,18.96858139534884,0.04975235460239906,NaN,raw
810,0.17836504647401116,18.985457364341084,0.03275158478778436,NaN,raw
810,0.1788998575635615,18.972391583550163,0.028365029324936838,NaN,raw
810,0.17891113264340675,19.017,0.039,5530.75809,raw
810,0.17909204445715343,18.98628682170543,0.03234487879748543,NaN,raw
810,0.1797930239826452,18.98339793281654,0.029927690131722577,NaN,raw
810,0.18015554056250419,18.97158139534884,0.05008575149449766,NaN,raw
810,0.18051483062299667,19.03,0.052,5482.73372,raw
810,0.18060597076637866,18.987935400516797,0.024434899816998788,NaN,raw
810,0.18078019274253165,18.956,0.037,6532.87918,raw
810,0.18152458720888323,18.97460206718346,0.0424867784677851,NaN,raw
810,0.18230293932246305,18.975418604651164,0.051095257704716866,NaN,raw
810,0.18246615103057462,18.97287080103359,0.04307614773788478,NaN,raw
810,0.18273021077402518,18.995,0.069,7109.5349,raw
550,0.18309058602426376,19.629,0.028,5617.56021,raw
550,0.18309058602426376,19.629,NaN,NaN,raw
810,0.18331806448631888,18.968475452196387,0.039912517760396234,NaN,raw
810,0.18405968350595783,18.972188630490955,0.041749818957329474,NaN,raw
810,0.1844165010127675,18.976837209302325,0.05047674157119937,NaN,raw
810,0.18497260305389496,18.966503875968993,0.03597843158352495,NaN,raw
810,0.18592748698938522,18.881,0.036,7017.75504,raw
810,0.18608670367986344,18.969175710594314,0.03599375567635924,NaN,raw
810,0.18645652460509154,18.953,0.036,5525.78041,raw
810,0.18647504035845952,18.981204906043676,0.021979904121237806,NaN,raw
810,0.18647504035845955,18.98120490604368,0.022509616352978132,NaN,raw
810,0.18647504035845958,18.981204906043676,0.02224003038425505,NaN,raw
810,0.18657835374510479,18.977441860465117,0.049882863898757804,NaN,raw
810,0.1868301117392548,19.005,0.043,5901.79804,raw
810,0.18726732352206688,18.969971576227394,0.0362274785558127,NaN,raw
810,0.18858413931300708,18.971082687338498,0.03723053012051387,NaN,raw
810,0.1887311065544308,18.978837209302327,0.04950513693045188,NaN,raw
810,0.18976452962330181,18.971609819121447,0.0373555660511938,NaN,raw
810,0.19080709837624793,18.980046511627908,0.048712447557737855,NaN,raw
810,0.19088838317579981,18.98738759689922,0.020475208927826984,NaN,raw
810,0.19207845087054876,18.99066149870801,0.016198501252335476,NaN,raw
810,0.19292851790229432,18.982581395348838,0.048828773990703865,NaN,raw
810,0.19343373431894068,18.99539018087855,0.01797177109292606,NaN,raw
810,0.1945815528924868,19.005,0.041,6995.70222,raw
810,0.19483991501367542,18.99301033591731,0.017958292943360137,NaN,raw
810,0.19504001380542027,18.98158139534884,0.049939598067560785,NaN,raw
810,0.19604199027750394,18.987583979328164,0.027578114251593035,NaN,raw
810,0.196042168961867,19.023,0.029,5952.67218,raw
810,0.19716713385783213,18.982465116279073,0.050228216712848196,NaN,raw
810,0.1972604400274605,18.98818087855297,0.027452431393661554,NaN,raw
550,0.19731332098035637,19.637,0.009237604307032994,NaN,raw
550,0.19731332098035637,19.637,0.007999999999999119,NaN,raw
550,0.19731332098035637,19.637,0.007155417527998539,NaN,raw
810,0.19849799612893548,18.988514211886308,0.027394093834631462,NaN,raw
810,0.19877590478063212,19.02,0.041,5534.6783,raw
810,0.1994857379918675,18.98358139534884,0.05101784587775799,NaN,raw
810,0.19954978392888734,18.93,0.051,5267.51761,raw
810,0.1995643795427087,18.981514211886306,0.03052515707133889,NaN,raw
810,0.20059659539011176,18.98011627906977,0.030808470332688128,NaN,raw
810,0.20175916647101666,18.975948320413437,0.02652073175437844,NaN,raw
810,0.20177314612585687,18.985418604651162,0.050684943081249746,NaN,raw
810,0.20286065809639844,18.984674418604655,0.03894356520604227,NaN,raw
810,0.20398186767419746,18.981020671834628,0.03669251858372253,NaN,raw
810,0.20406652281556933,18.985581395348838,0.05050046325018074,NaN,raw
810,0.2041790036164457,18.942,0.052,6990.72527,raw
810,0.20432995643204777,18.969,0.036,5859.82691,raw
810,0.20529161591625555,18.981591731266146,0.03677725019414907,NaN,raw
810,0.20650530869001116,18.985488372093023,0.05031821221605722,NaN,raw
810,0.20685931878951494,18.988284237726095,0.031285738412880244,NaN,raw
810,0.20708055848626827,19.061,0.056,5505.86629,raw
810,0.2083414425829001,18.98523772609819,0.0328933342946435,NaN,raw
810,0.20886679098082314,18.987116279069767,0.04967475611765847,NaN,raw
810,0.209678693249994,18.98628165374677,0.033054299698556444,NaN,raw
810,0.21115736244238373,18.996059431524547,0.03128633552491419,NaN,raw
810,0.21125613671831933,18.990948812599974,0.023741835958442523,NaN,raw
810,0.21125613671831933,18.990948812599978,0.023457492336332122,NaN,raw
810,0.21125613671831933,18.990948812599978,0.023183126262375425,NaN,raw
810,0.2112734721703905,18.98872093023256,0.050934750781851404,NaN,raw
550,0.21153605593644897,19.645,0.03,7017.76415,raw
550,0.21153605593644897,19.645,NaN,NaN,raw
